star,lat,long,order_day,checkin_day,size,orientation,bed,attribute_number,max_guest_number,have_breakfast,cancel_ticket,price
1,11.948384599999999,108.43721509999999,25-11-2018,29-11-2018,35,Hướng phố,1 Giường đơn,8,1,0,1,218000
1,11.948384599999999,108.43721509999999,25-11-2018,29-11-2018,25,Không cửa sổ,1 Giường đơn + 1 Giường đôi,8,3,0,1,218000
1,11.948384599999999,108.43721509999999,25-11-2018,29-11-2018,25,Không cửa sổ,2 Giường đôi,8,4,0,1,218000
1,11.948384599999999,108.43721509999999,25-11-2018,29-11-2018,30,Hướng phố,3 Giường đôi,8,6,0,1,218000
1,11.948384599999999,108.43721509999999,25-11-2018,30-11-2018,20,Hướng phố,1 Giường đôi,8,2,0,1,218000
1,11.948384599999999,108.43721509999999,25-11-2018,30-11-2018,35,Hướng phố,1 Giường đơn,8,1,0,1,218000
1,11.948384599999999,108.43721509999999,25-11-2018,30-11-2018,25,Không cửa sổ,1 Giường đơn + 1 Giường đôi,8,3,0,1,218000
1,11.948384599999999,108.43721509999999,25-11-2018,30-11-2018,25,Không cửa sổ,2 Giường đôi,8,4,0,1,218000
1,11.948384599999999,108.43721509999999,25-11-2018,30-11-2018,30,Hướng phố,3 Giường đôi,8,6,0,1,218000
1,11.948384599999999,108.43721509999999,25-11-2018,01-12-2018,20,Hướng phố,1 Giường đôi,8,2,0,1,218000
1,11.948384599999999,108.43721509999999,25-11-2018,01-12-2018,35,Hướng phố,1 Giường đơn,8,1,0,1,218000
1,11.948384599999999,108.43721509999999,25-11-2018,01-12-2018,25,Không cửa sổ,1 Giường đơn + 1 Giường đôi,8,3,0,1,218000
1,11.948384599999999,108.43721509999999,25-11-2018,01-12-2018,25,Không cửa sổ,2 Giường đôi,8,4,0,1,218000
1,11.948384599999999,108.43721509999999,25-11-2018,01-12-2018,30,Hướng phố,3 Giường đôi,8,6,0,1,218000
1,11.948384599999999,108.43721509999999,25-11-2018,02-12-2018,20,Hướng phố,1 Giường đôi,8,2,0,1,218000
1,11.948384599999999,108.43721509999999,25-11-2018,02-12-2018,35,Hướng phố,1 Giường đơn,8,1,0,1,218000
1,11.948384599999999,108.43721509999999,25-11-2018,02-12-2018,25,Không cửa sổ,1 Giường đơn + 1 Giường đôi,8,3,0,1,218000
1,11.948384599999999,108.43721509999999,25-11-2018,02-12-2018,25,Không cửa sổ,2 Giường đôi,8,4,0,1,218000
1,11.948384599999999,108.43721509999999,25-11-2018,02-12-2018,30,Hướng phố,3 Giường đôi,8,6,0,1,218000
1,11.948384599999999,108.43721509999999,07-01-2019,08-01-2019,20,Hướng phố,1 Giường đôi,8,2,0,1,218000
1,11.948384599999999,108.43721509999999,07-01-2019,08-01-2019,35,Hướng phố,1 Giường đơn,8,1,0,1,218000
1,11.948384599999999,108.43721509999999,07-01-2019,08-01-2019,25,Không cửa sổ,1 Giường đơn + 1 Giường đôi,8,3,0,1,218000
1,11.948384599999999,108.43721509999999,07-01-2019,08-01-2019,25,Không cửa sổ,2 Giường đôi,8,4,0,1,218000
1,11.948384599999999,108.43721509999999,07-01-2019,08-01-2019,30,Hướng phố,3 Giường đôi,8,6,0,1,218000
1,11.948384599999999,108.43721509999999,07-01-2019,09-01-2019,20,Hướng phố,1 Giường đôi,8,2,0,1,218000
1,11.948384599999999,108.43721509999999,07-01-2019,09-01-2019,35,Hướng phố,1 Giường đơn,8,1,0,1,218000
1,11.948384599999999,108.43721509999999,07-01-2019,09-01-2019,25,Không cửa sổ,1 Giường đơn + 1 Giường đôi,8,3,0,1,218000
1,11.948384599999999,108.43721509999999,07-01-2019,09-01-2019,25,Không cửa sổ,2 Giường đôi,8,4,0,1,218000
1,11.948384599999999,108.43721509999999,07-01-2019,09-01-2019,30,Hướng phố,3 Giường đôi,8,6,0,1,218000
1,11.948384599999999,108.43721509999999,07-01-2019,10-01-2019,20,Hướng phố,1 Giường đôi,8,2,0,1,218000
1,11.948384599999999,108.43721509999999,07-01-2019,10-01-2019,35,Hướng phố,1 Giường đơn,8,1,0,1,218000
1,11.948384599999999,108.43721509999999,07-01-2019,10-01-2019,25,Không cửa sổ,1 Giường đơn + 1 Giường đôi,8,3,0,1,218000
1,11.948384599999999,108.43721509999999,07-01-2019,10-01-2019,25,Không cửa sổ,2 Giường đôi,8,4,0,1,218000
1,11.948384599999999,108.43721509999999,07-01-2019,10-01-2019,30,Hướng phố,3 Giường đôi,8,6,0,1,218000
1,11.948384599999999,108.43721509999999,07-01-2019,11-01-2019,20,Hướng phố,1 Giường đôi,8,2,0,1,218000
1,11.948384599999999,108.43721509999999,07-01-2019,11-01-2019,35,Hướng phố,1 Giường đơn,8,1,0,1,218000
1,11.948384599999999,108.43721509999999,07-01-2019,11-01-2019,25,Không cửa sổ,1 Giường đơn + 1 Giường đôi,8,3,0,1,218000
1,11.948384599999999,108.43721509999999,07-01-2019,11-01-2019,25,Không cửa sổ,2 Giường đôi,8,4,0,1,218000
1,11.948384599999999,108.43721509999999,07-01-2019,11-01-2019,30,Hướng phố,3 Giường đôi,8,6,0,1,218000
1,11.948384599999999,108.43721509999999,07-01-2019,12-01-2019,20,Hướng phố,1 Giường đôi,8,2,0,1,218000
1,11.948384599999999,108.43721509999999,07-01-2019,12-01-2019,35,Hướng phố,1 Giường đơn,8,1,0,1,218000
1,11.948384599999999,108.43721509999999,07-01-2019,12-01-2019,25,Không cửa sổ,1 Giường đơn + 1 Giường đôi,8,3,0,1,218000
1,11.948384599999999,108.43721509999999,07-01-2019,12-01-2019,25,Không cửa sổ,2 Giường đôi,8,4,0,1,218000
1,11.948384599999999,108.43721509999999,07-01-2019,12-01-2019,30,Hướng phố,3 Giường đôi,8,6,0,1,218000
1,11.945808999999999,108.439174,25-11-2018,26-11-2018,10,Không cửa sổ,1 Giường đôi,5,2,0,1,154000
1,11.945808999999999,108.439174,25-11-2018,26-11-2018,13,Không cửa sổ,2 Giường đôi,5,3,0,1,154000
1,11.945808999999999,108.439174,25-11-2018,26-11-2018,13,Không cửa sổ,2 Giường đôi,5,4,0,1,154000
1,11.945808999999999,108.439174,25-11-2018,27-11-2018,10,Không cửa sổ,1 Giường đôi,5,2,0,1,154000
1,11.945808999999999,108.439174,25-11-2018,27-11-2018,13,Không cửa sổ,2 Giường đôi,5,3,0,1,154000
1,11.945808999999999,108.439174,25-11-2018,27-11-2018,13,Không cửa sổ,2 Giường đôi,5,4,0,1,154000
1,11.945808999999999,108.439174,25-11-2018,28-11-2018,10,Không cửa sổ,1 Giường đôi,5,2,0,1,154000
1,11.945808999999999,108.439174,25-11-2018,28-11-2018,13,Không cửa sổ,2 Giường đôi,5,3,0,1,154000
1,11.945808999999999,108.439174,25-11-2018,28-11-2018,13,Không cửa sổ,2 Giường đôi,5,4,0,1,154000
1,11.945808999999999,108.439174,25-11-2018,29-11-2018,10,Không cửa sổ,1 Giường đôi,5,2,0,1,154000
1,11.945808999999999,108.439174,25-11-2018,29-11-2018,13,Không cửa sổ,2 Giường đôi,5,3,0,1,154000
1,11.945808999999999,108.439174,25-11-2018,29-11-2018,13,Không cửa sổ,2 Giường đôi,5,4,0,1,154000
1,11.945808999999999,108.439174,25-11-2018,30-11-2018,10,Không cửa sổ,1 Giường đôi,5,2,0,1,154000
1,11.945808999999999,108.439174,25-11-2018,30-11-2018,13,Không cửa sổ,2 Giường đôi,5,3,0,1,154000
1,11.945808999999999,108.439174,25-11-2018,30-11-2018,13,Không cửa sổ,2 Giường đôi,5,4,0,1,154000
1,11.945808999999999,108.439174,25-11-2018,01-12-2018,10,Không cửa sổ,1 Giường đôi,5,2,0,1,154000
1,11.945808999999999,108.439174,25-11-2018,01-12-2018,13,Không cửa sổ,2 Giường đôi,5,3,0,1,154000
1,11.945808999999999,108.439174,25-11-2018,01-12-2018,13,Không cửa sổ,2 Giường đôi,5,4,0,1,154000
1,11.945808999999999,108.439174,25-11-2018,02-12-2018,10,Không cửa sổ,1 Giường đôi,5,2,0,1,154000
1,11.945808999999999,108.439174,25-11-2018,02-12-2018,13,Không cửa sổ,2 Giường đôi,5,3,0,1,154000
1,11.945808999999999,108.439174,25-11-2018,02-12-2018,13,Không cửa sổ,2 Giường đôi,5,4,0,1,154000
1,11.945808999999999,108.439174,07-01-2019,08-01-2019,10,Không cửa sổ,1 Giường đôi,5,2,0,1,167000
1,11.945808999999999,108.439174,07-01-2019,08-01-2019,13,Không cửa sổ,2 Giường đôi,5,3,0,1,167000
1,11.945808999999999,108.439174,07-01-2019,08-01-2019,13,Không cửa sổ,2 Giường đôi,5,4,0,1,167000
1,11.945808999999999,108.439174,07-01-2019,09-01-2019,10,Không cửa sổ,1 Giường đôi,5,2,0,1,167000
1,11.945808999999999,108.439174,07-01-2019,09-01-2019,13,Không cửa sổ,2 Giường đôi,5,3,0,1,167000
1,11.945808999999999,108.439174,07-01-2019,09-01-2019,13,Không cửa sổ,2 Giường đôi,5,4,0,1,167000
1,11.945808999999999,108.439174,07-01-2019,10-01-2019,10,Không cửa sổ,1 Giường đôi,5,2,0,1,167000
1,11.945808999999999,108.439174,07-01-2019,10-01-2019,13,Không cửa sổ,2 Giường đôi,5,3,0,1,167000
1,11.945808999999999,108.439174,07-01-2019,10-01-2019,13,Không cửa sổ,2 Giường đôi,5,4,0,1,167000
1,11.945808999999999,108.439174,07-01-2019,11-01-2019,10,Không cửa sổ,1 Giường đôi,5,2,0,1,187000
1,11.945808999999999,108.439174,07-01-2019,11-01-2019,13,Không cửa sổ,2 Giường đôi,5,3,0,1,187000
1,11.945808999999999,108.439174,07-01-2019,11-01-2019,13,Không cửa sổ,2 Giường đôi,5,4,0,1,187000
1,11.945808999999999,108.439174,07-01-2019,12-01-2019,10,Không cửa sổ,1 Giường đôi,5,2,0,1,187000
1,11.945808999999999,108.439174,07-01-2019,12-01-2019,13,Không cửa sổ,2 Giường đôi,5,3,0,1,187000
1,11.945808999999999,108.439174,07-01-2019,12-01-2019,13,Không cửa sổ,2 Giường đôi,5,4,0,1,187000
2,11.934585,108.464541,25-11-2018,26-11-2018,15,Không cửa sổ,1 Giường đôi,6,2,0,1,303000
2,11.934585,108.464541,25-11-2018,27-11-2018,15,Không cửa sổ,1 Giường đôi,6,2,0,1,303000
2,11.934585,108.464541,25-11-2018,28-11-2018,15,Không cửa sổ,1 Giường đôi,6,2,0,1,303000
2,11.934585,108.464541,25-11-2018,29-11-2018,15,Không cửa sổ,1 Giường đôi,6,2,0,1,303000
2,11.934585,108.464541,25-11-2018,30-11-2018,15,Không cửa sổ,1 Giường đôi,6,2,0,1,303000
2,11.934585,108.464541,25-11-2018,01-12-2018,15,Không cửa sổ,1 Giường đôi,6,2,0,1,303000
2,11.934585,108.464541,25-11-2018,02-12-2018,15,Không cửa sổ,1 Giường đôi,6,2,0,1,303000
2,11.934585,108.464541,07-01-2019,08-01-2019,15,Không cửa sổ,1 Giường đôi,6,2,0,1,303000
2,11.934585,108.464541,07-01-2019,09-01-2019,15,Không cửa sổ,1 Giường đôi,6,2,0,1,303000
2,11.934585,108.464541,07-01-2019,10-01-2019,15,Không cửa sổ,1 Giường đôi,6,2,0,1,303000
2,11.934585,108.464541,07-01-2019,11-01-2019,15,Không cửa sổ,1 Giường đôi,6,2,0,1,303000
2,11.934585,108.464541,07-01-2019,12-01-2019,15,Không cửa sổ,1 Giường đôi,6,2,0,1,303000
1,11.945036,108.435911,25-11-2018,26-11-2018,15,Không cửa sổ,1 Giường đôi,4,2,0,1,174000
1,11.945036,108.435911,25-11-2018,26-11-2018,35,Không cửa sổ,2 Giường đôi,4,3,0,1,174000
1,11.945036,108.435911,25-11-2018,26-11-2018,35,Không cửa sổ,2 Giường đôi,4,4,0,1,174000
1,11.945036,108.435911,25-11-2018,27-11-2018,15,Không cửa sổ,1 Giường đôi,4,2,0,1,174000
1,11.945036,108.435911,25-11-2018,27-11-2018,35,Không cửa sổ,2 Giường đôi,4,3,0,1,174000
1,11.945036,108.435911,25-11-2018,27-11-2018,35,Không cửa sổ,2 Giường đôi,4,4,0,1,174000
1,11.945036,108.435911,25-11-2018,28-11-2018,15,Không cửa sổ,1 Giường đôi,4,2,0,1,174000
1,11.945036,108.435911,25-11-2018,28-11-2018,35,Không cửa sổ,2 Giường đôi,4,3,0,1,174000
1,11.945036,108.435911,25-11-2018,28-11-2018,35,Không cửa sổ,2 Giường đôi,4,4,0,1,174000
1,11.945036,108.435911,25-11-2018,29-11-2018,15,Không cửa sổ,1 Giường đôi,4,2,0,1,174000
1,11.945036,108.435911,25-11-2018,29-11-2018,35,Không cửa sổ,2 Giường đôi,4,3,0,1,174000
1,11.945036,108.435911,25-11-2018,29-11-2018,35,Không cửa sổ,2 Giường đôi,4,4,0,1,174000
1,11.945036,108.435911,25-11-2018,30-11-2018,15,Không cửa sổ,1 Giường đôi,4,2,0,1,200000
1,11.945036,108.435911,25-11-2018,30-11-2018,35,Không cửa sổ,2 Giường đôi,4,3,0,1,200000
1,11.945036,108.435911,25-11-2018,30-11-2018,35,Không cửa sổ,2 Giường đôi,4,4,0,1,200000
1,11.945036,108.435911,25-11-2018,01-12-2018,15,Không cửa sổ,1 Giường đôi,4,2,0,1,205000
1,11.945036,108.435911,25-11-2018,01-12-2018,35,Không cửa sổ,2 Giường đôi,4,3,0,1,205000
1,11.945036,108.435911,25-11-2018,01-12-2018,35,Không cửa sổ,2 Giường đôi,4,4,0,1,205000
1,11.945036,108.435911,25-11-2018,02-12-2018,15,Không cửa sổ,1 Giường đôi,4,2,0,1,205000
1,11.945036,108.435911,25-11-2018,02-12-2018,35,Không cửa sổ,2 Giường đôi,4,3,0,1,205000
1,11.945036,108.435911,25-11-2018,02-12-2018,35,Không cửa sổ,2 Giường đôi,4,4,0,1,205000
1,11.945036,108.435911,07-01-2019,08-01-2019,15,Không cửa sổ,1 Giường đôi,4,2,0,1,174000
1,11.945036,108.435911,07-01-2019,08-01-2019,35,Không cửa sổ,2 Giường đôi,4,4,0,1,174000
1,11.945036,108.435911,07-01-2019,09-01-2019,15,Không cửa sổ,1 Giường đôi,4,2,0,1,174000
1,11.945036,108.435911,07-01-2019,09-01-2019,35,Không cửa sổ,2 Giường đôi,4,4,0,1,174000
1,11.945036,108.435911,07-01-2019,10-01-2019,15,Không cửa sổ,1 Giường đôi,4,2,0,1,205000
1,11.945036,108.435911,07-01-2019,10-01-2019,35,Không cửa sổ,2 Giường đôi,4,4,0,1,205000
1,11.945036,108.435911,07-01-2019,11-01-2019,15,Không cửa sổ,1 Giường đôi,4,2,0,1,218000
1,11.945036,108.435911,07-01-2019,11-01-2019,35,Không cửa sổ,2 Giường đôi,4,4,0,1,218000
1,11.945036,108.435911,07-01-2019,12-01-2019,15,Không cửa sổ,1 Giường đôi,4,2,0,1,218000
1,11.945036,108.435911,07-01-2019,12-01-2019,35,Không cửa sổ,2 Giường đôi,4,4,0,1,218000
3,11.882937,108.44953500000001,25-11-2018,26-11-2018,30,Hướng một phần,1 Giường đôi,9,2,1,1,857000
3,11.882937,108.44953500000001,25-11-2018,26-11-2018,30,Hướng vườn,2 Giường đơn,9,2,1,1,857000
3,11.882937,108.44953500000001,25-11-2018,27-11-2018,30,Hướng một phần,1 Giường đôi,9,2,1,1,857000
3,11.882937,108.44953500000001,25-11-2018,27-11-2018,30,Hướng vườn,2 Giường đơn,9,2,1,1,857000
3,11.882937,108.44953500000001,25-11-2018,28-11-2018,30,Hướng một phần,1 Giường đôi,9,2,1,1,857000
3,11.882937,108.44953500000001,25-11-2018,28-11-2018,30,Hướng vườn,2 Giường đơn,9,2,1,1,857000
3,11.882937,108.44953500000001,25-11-2018,29-11-2018,30,Hướng một phần,1 Giường đôi,9,2,1,1,857000
3,11.882937,108.44953500000001,25-11-2018,29-11-2018,30,Hướng vườn,2 Giường đơn,9,2,1,1,857000
3,11.882937,108.44953500000001,25-11-2018,30-11-2018,30,Hướng một phần,1 Giường đôi,9,2,1,1,981000
3,11.882937,108.44953500000001,25-11-2018,30-11-2018,30,Hướng vườn,2 Giường đơn,9,2,1,1,981000
3,11.882937,108.44953500000001,25-11-2018,01-12-2018,30,Hướng một phần,1 Giường đôi,9,2,1,1,981000
3,11.882937,108.44953500000001,25-11-2018,01-12-2018,30,Hướng vườn,2 Giường đơn,9,2,1,1,981000
3,11.882937,108.44953500000001,25-11-2018,02-12-2018,30,Hướng một phần,1 Giường đôi,9,2,1,1,857000
3,11.882937,108.44953500000001,25-11-2018,02-12-2018,30,Hướng vườn,2 Giường đơn,9,2,1,1,857000
3,11.882937,108.44953500000001,07-01-2019,08-01-2019,30,Hướng núi,1 Giường đôi,9,2,1,1,857000
3,11.882937,108.44953500000001,07-01-2019,08-01-2019,30,Hướng núi,2 Giường đơn,9,2,1,1,857000
3,11.882937,108.44953500000001,07-01-2019,09-01-2019,30,Hướng núi,1 Giường đôi,9,2,1,1,857000
3,11.882937,108.44953500000001,07-01-2019,09-01-2019,30,Hướng núi,2 Giường đơn,9,2,1,1,857000
3,11.882937,108.44953500000001,07-01-2019,10-01-2019,30,Hướng núi,1 Giường đôi,9,2,1,1,857000
3,11.882937,108.44953500000001,07-01-2019,10-01-2019,30,Hướng núi,2 Giường đơn,9,2,1,1,857000
3,11.882937,108.44953500000001,07-01-2019,11-01-2019,30,Hướng núi,1 Giường đôi,9,2,1,1,966000
3,11.882937,108.44953500000001,07-01-2019,11-01-2019,30,Hướng núi,2 Giường đơn,9,2,1,1,966000
3,11.882937,108.44953500000001,07-01-2019,12-01-2019,30,Hướng núi,1 Giường đôi,9,2,1,1,966000
3,11.882937,108.44953500000001,07-01-2019,12-01-2019,30,Hướng núi,2 Giường đơn,9,2,1,1,966000
3,11.941001,108.43671100000002,25-11-2018,26-11-2018,30,Hướng phố,2 Giường đơn,10,2,1,1,819000
3,11.941001,108.43671100000002,25-11-2018,26-11-2018,25,Không cửa sổ,1 Giường đôi,10,2,1,1,819000
3,11.941001,108.43671100000002,25-11-2018,26-11-2018,27,Không cửa sổ,2 Giường đôi,10,2,1,1,819000
3,11.941001,108.43671100000002,25-11-2018,26-11-2018,28,Hướng phố,1 Giường đôi,10,2,1,1,819000
3,11.941001,108.43671100000002,25-11-2018,26-11-2018,27,Hướng phố,1 Giường đôi,10,2,1,1,819000
3,11.941001,108.43671100000002,25-11-2018,26-11-2018,30,Hướng phố,2 Giường đơn,10,2,1,1,819000
3,11.941001,108.43671100000002,25-11-2018,26-11-2018,30,Hướng phố,1 Giường đơn + 1 Giường đôi,10,3,1,1,819000
3,11.941001,108.43671100000002,25-11-2018,26-11-2018,30,Không cửa sổ,2 Giường đôi,10,4,1,1,819000
3,11.941001,108.43671100000002,25-11-2018,26-11-2018,34,Hướng phố,1 Giường đôi,10,2,1,1,819000
3,11.941001,108.43671100000002,25-11-2018,27-11-2018,30,Hướng phố,2 Giường đơn,10,2,1,1,819000
3,11.941001,108.43671100000002,25-11-2018,27-11-2018,25,Không cửa sổ,1 Giường đôi,10,2,1,1,819000
3,11.941001,108.43671100000002,25-11-2018,27-11-2018,27,Không cửa sổ,2 Giường đôi,10,2,1,1,819000
3,11.941001,108.43671100000002,25-11-2018,27-11-2018,28,Hướng phố,1 Giường đôi,10,2,1,1,819000
3,11.941001,108.43671100000002,25-11-2018,27-11-2018,27,Hướng phố,1 Giường đôi,10,2,1,1,819000
3,11.941001,108.43671100000002,25-11-2018,27-11-2018,30,Hướng phố,2 Giường đơn,10,2,1,1,819000
3,11.941001,108.43671100000002,25-11-2018,27-11-2018,30,Hướng phố,1 Giường đơn + 1 Giường đôi,10,3,1,1,819000
3,11.941001,108.43671100000002,25-11-2018,27-11-2018,30,Không cửa sổ,2 Giường đôi,10,4,1,1,819000
3,11.941001,108.43671100000002,25-11-2018,27-11-2018,34,Hướng phố,1 Giường đôi,10,2,1,1,819000
3,11.941001,108.43671100000002,25-11-2018,28-11-2018,25,Không cửa sổ,1 Giường đôi,10,2,1,1,573000
3,11.941001,108.43671100000002,25-11-2018,28-11-2018,27,Không cửa sổ,2 Giường đôi,10,2,1,1,573000
3,11.941001,108.43671100000002,25-11-2018,28-11-2018,28,Hướng phố,1 Giường đôi,10,2,1,1,573000
3,11.941001,108.43671100000002,25-11-2018,28-11-2018,30,Hướng phố,2 Giường đơn,10,2,1,1,573000
3,11.941001,108.43671100000002,25-11-2018,28-11-2018,27,Hướng phố,1 Giường đôi,10,2,1,1,573000
3,11.941001,108.43671100000002,25-11-2018,28-11-2018,30,Hướng phố,2 Giường đơn,10,2,1,1,573000
3,11.941001,108.43671100000002,25-11-2018,28-11-2018,30,Hướng phố,1 Giường đơn + 1 Giường đôi,10,3,1,1,573000
3,11.941001,108.43671100000002,25-11-2018,28-11-2018,30,Không cửa sổ,2 Giường đôi,10,4,1,1,573000
3,11.941001,108.43671100000002,25-11-2018,28-11-2018,34,Hướng phố,1 Giường đôi,10,2,1,1,573000
3,11.941001,108.43671100000002,25-11-2018,29-11-2018,25,Không cửa sổ,1 Giường đôi,10,2,1,1,573000
3,11.941001,108.43671100000002,25-11-2018,29-11-2018,27,Không cửa sổ,2 Giường đôi,10,2,1,1,573000
3,11.941001,108.43671100000002,25-11-2018,29-11-2018,28,Hướng phố,1 Giường đôi,10,2,1,1,573000
3,11.941001,108.43671100000002,25-11-2018,29-11-2018,30,Hướng phố,2 Giường đơn,10,2,1,1,573000
3,11.941001,108.43671100000002,25-11-2018,29-11-2018,27,Hướng phố,1 Giường đôi,10,2,1,1,573000
3,11.941001,108.43671100000002,25-11-2018,29-11-2018,30,Hướng phố,2 Giường đơn,10,2,1,1,573000
3,11.941001,108.43671100000002,25-11-2018,29-11-2018,30,Hướng phố,1 Giường đơn + 1 Giường đôi,10,3,1,1,573000
3,11.941001,108.43671100000002,25-11-2018,29-11-2018,30,Không cửa sổ,2 Giường đôi,10,4,1,1,573000
3,11.941001,108.43671100000002,25-11-2018,29-11-2018,34,Hướng phố,1 Giường đôi,10,2,1,1,573000
3,11.941001,108.43671100000002,25-11-2018,30-11-2018,25,Không cửa sổ,1 Giường đôi,10,2,1,1,676000
3,11.941001,108.43671100000002,25-11-2018,30-11-2018,27,Không cửa sổ,2 Giường đôi,10,2,1,1,676000
3,11.941001,108.43671100000002,25-11-2018,30-11-2018,28,Hướng phố,1 Giường đôi,10,2,1,1,676000
3,11.941001,108.43671100000002,25-11-2018,30-11-2018,30,Hướng phố,2 Giường đơn,10,2,1,1,676000
3,11.941001,108.43671100000002,25-11-2018,30-11-2018,27,Hướng phố,1 Giường đôi,10,2,1,1,676000
3,11.941001,108.43671100000002,25-11-2018,30-11-2018,30,Hướng phố,2 Giường đơn,10,2,1,1,676000
3,11.941001,108.43671100000002,25-11-2018,30-11-2018,30,Hướng phố,1 Giường đơn + 1 Giường đôi,10,3,1,1,676000
3,11.941001,108.43671100000002,25-11-2018,30-11-2018,30,Không cửa sổ,2 Giường đôi,10,4,1,1,676000
3,11.941001,108.43671100000002,25-11-2018,30-11-2018,34,Hướng phố,1 Giường đôi,10,2,1,1,676000
3,11.941001,108.43671100000002,25-11-2018,01-12-2018,25,Không cửa sổ,1 Giường đôi,10,2,1,1,676000
3,11.941001,108.43671100000002,25-11-2018,01-12-2018,27,Không cửa sổ,2 Giường đôi,10,2,1,1,676000
3,11.941001,108.43671100000002,25-11-2018,01-12-2018,28,Hướng phố,1 Giường đôi,10,2,1,1,676000
3,11.941001,108.43671100000002,25-11-2018,01-12-2018,30,Hướng phố,2 Giường đơn,10,2,1,1,676000
3,11.941001,108.43671100000002,25-11-2018,01-12-2018,27,Hướng phố,1 Giường đôi,10,2,1,1,676000
3,11.941001,108.43671100000002,25-11-2018,01-12-2018,30,Hướng phố,2 Giường đơn,10,2,1,1,676000
3,11.941001,108.43671100000002,25-11-2018,01-12-2018,30,Hướng phố,1 Giường đơn + 1 Giường đôi,10,3,1,1,676000
3,11.941001,108.43671100000002,25-11-2018,01-12-2018,30,Không cửa sổ,2 Giường đôi,10,4,1,1,676000
3,11.941001,108.43671100000002,25-11-2018,01-12-2018,34,Hướng phố,1 Giường đôi,10,2,1,1,676000
3,11.941001,108.43671100000002,25-11-2018,02-12-2018,25,Không cửa sổ,1 Giường đôi,10,2,1,1,573000
3,11.941001,108.43671100000002,25-11-2018,02-12-2018,27,Không cửa sổ,2 Giường đôi,10,2,1,1,573000
3,11.941001,108.43671100000002,25-11-2018,02-12-2018,28,Hướng phố,1 Giường đôi,10,2,1,1,573000
3,11.941001,108.43671100000002,25-11-2018,02-12-2018,30,Hướng phố,2 Giường đơn,10,2,1,1,573000
3,11.941001,108.43671100000002,25-11-2018,02-12-2018,27,Hướng phố,1 Giường đôi,10,2,1,1,573000
3,11.941001,108.43671100000002,25-11-2018,02-12-2018,30,Hướng phố,2 Giường đơn,10,2,1,1,573000
3,11.941001,108.43671100000002,25-11-2018,02-12-2018,30,Hướng phố,1 Giường đơn + 1 Giường đôi,10,3,1,1,573000
3,11.941001,108.43671100000002,25-11-2018,02-12-2018,30,Không cửa sổ,2 Giường đôi,10,4,1,1,573000
3,11.941001,108.43671100000002,25-11-2018,02-12-2018,34,Hướng phố,1 Giường đôi,10,2,1,1,573000
3,11.941001,108.43671100000002,07-01-2019,08-01-2019,27,Không cửa sổ,2 Giường đôi,10,2,1,1,717000
3,11.941001,108.43671100000002,07-01-2019,08-01-2019,28,Hướng phố,1 Giường đôi,10,2,1,1,717000
3,11.941001,108.43671100000002,07-01-2019,08-01-2019,30,Hướng phố,2 Giường đơn,10,2,1,1,717000
3,11.941001,108.43671100000002,07-01-2019,08-01-2019,27,Hướng phố,1 Giường đôi,10,2,1,1,717000
3,11.941001,108.43671100000002,07-01-2019,08-01-2019,30,Hướng phố,2 Giường đơn,10,2,1,1,717000
3,11.941001,108.43671100000002,07-01-2019,08-01-2019,30,Hướng phố,1 Giường đơn + 1 Giường đôi,10,3,1,1,717000
3,11.941001,108.43671100000002,07-01-2019,08-01-2019,30,Không cửa sổ,2 Giường đôi,10,4,1,1,717000
3,11.941001,108.43671100000002,07-01-2019,08-01-2019,34,Hướng phố,1 Giường đôi,10,2,1,1,717000
3,11.941001,108.43671100000002,07-01-2019,09-01-2019,25,Không cửa sổ,1 Giường đôi,10,2,1,1,614000
3,11.941001,108.43671100000002,07-01-2019,09-01-2019,27,Không cửa sổ,2 Giường đôi,10,2,1,1,614000
3,11.941001,108.43671100000002,07-01-2019,09-01-2019,28,Hướng phố,1 Giường đôi,10,2,1,1,614000
3,11.941001,108.43671100000002,07-01-2019,09-01-2019,30,Hướng phố,2 Giường đơn,10,2,1,1,614000
3,11.941001,108.43671100000002,07-01-2019,09-01-2019,27,Hướng phố,1 Giường đôi,10,2,1,1,614000
3,11.941001,108.43671100000002,07-01-2019,09-01-2019,30,Hướng phố,2 Giường đơn,10,2,1,1,614000
3,11.941001,108.43671100000002,07-01-2019,09-01-2019,30,Hướng phố,1 Giường đơn + 1 Giường đôi,10,3,1,1,614000
3,11.941001,108.43671100000002,07-01-2019,09-01-2019,30,Không cửa sổ,2 Giường đôi,10,4,1,1,614000
3,11.941001,108.43671100000002,07-01-2019,09-01-2019,34,Hướng phố,1 Giường đôi,10,2,1,1,614000
3,11.941001,108.43671100000002,07-01-2019,10-01-2019,30,Hướng phố,2 Giường đơn,10,2,1,1,819000
3,11.941001,108.43671100000002,07-01-2019,10-01-2019,28,Hướng phố,1 Giường đôi,10,2,1,1,819000
3,11.941001,108.43671100000002,07-01-2019,10-01-2019,27,Hướng phố,1 Giường đôi,10,2,1,1,819000
3,11.941001,108.43671100000002,07-01-2019,10-01-2019,30,Hướng phố,1 Giường đơn + 1 Giường đôi,10,3,1,1,819000
3,11.941001,108.43671100000002,07-01-2019,10-01-2019,30,Không cửa sổ,2 Giường đôi,10,4,1,1,819000
